iShares Russell 2000 ETF
Fund Holdings as of,"Sep 14, 2026"
Inception Date,"May 22, 2000"
Shares Outstanding,"277,550,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"

Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"HDSN","HUDSON TECHNOLOGIES INC","Industrials","Equity","5,154,280.56","0.01","5,154,280.56","967,032.00","5.33","United States","NASDAQ","USD","1.00","USD","-"
"RELL","RICHARDSON ELECTRONICS LTD","Information Technology","Equity","5,149,282.60","0.01","5,149,282.60","316,295.00","16.28","United States","NASDAQ","USD","1.00","USD","-"
"SRI","STONERIDGE INC","Consumer Discretionary","Equity","5,134,216.92","0.01","5,134,216.92","719,078.00","7.14","United States","NYSE","USD","1.00","USD","-"
"EVGO","EVGO INC CLASS A","Consumer Discretionary","Equity","5,114,070.25","0.01","5,114,070.25","3,526,945.00","1.45","United States","NASDAQ","USD","1.00","USD","-"
"CFBK","CF BANKSHARES INC","Financials","Equity","5,120,967.19","0.01","5,120,967.19","145,111.00","35.29","United States","NASDAQ","USD","1.00","USD","-"
"LODE","COMSTOCK INC","Energy","Equity","5,103,786.64","0.01","5,103,786.64","1,904,398.00","2.68","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"IVVD","INVIVYD","Health Care","Equity","5,079,534.95","0.01","5,079,534.95","5,695,823.00","0.89","United States","NASDAQ","USD","1.00","USD","-"
"ASLE","AERSALE CORP","Industrials","Equity","5,070,962.84","0.01","5,070,962.84","935,602.00","5.42","United States","NASDAQ","USD","1.00","USD","-"
"HPK","HIGHPEAK ENERGY INC","Energy","Equity","5,060,581.44","0.01","5,060,581.44","603,888.00","8.38","United States","NASDAQ","USD","1.00","USD","-"
"PBFS","PIONEER BANCORP INC","Financials","Equity","5,063,442.84","0.01","5,063,442.84","281,772.00","17.97","United States","NASDAQ","USD","1.00","USD","-"
"ZUMZ","ZUMIEZ","Consumer Discretionary","Equity","5,045,352.42","0.01","5,045,352.42","350,859.00","14.38","United States","NASDAQ","USD","1.00","USD","-"
"ALXO","ALX ONCOLOGY HOLDINGS INC","Health Care","Equity","5,007,113.65","0.01","5,007,113.65","2,601,098.00","1.93","United States","NASDAQ","USD","1.00","USD","-"
"SSP","EW SCRIPPS CLASS A","Communication","Equity","4,982,713.28","0.01","4,982,713.28","1,576,808.00","3.16","United States","NASDAQ","USD","1.00","USD","-"
"MITT","TPG MORTGAGE INVESTMENT TRUST INC","Financials","Equity","4,966,039.00","0.01","4,966,039.00","764,006.00","6.50","United States","NYSE","USD","1.00","USD","Jul 23, 2021"
"SEG","SEAPORT ENTERTAINMENT GROUP INC","Real Estate","Equity","4,938,940.50","0.01","4,938,940.50","194,830.00","25.35","United States","NYSE","USD","1.00","USD","-"
"CD","CHAINCE DIGITAL HOLDINGS INC","Financials","Equity","4,939,841.18","0.01","4,939,841.18","1,635,709.00","3.02","United States","NASDAQ","USD","1.00","USD","-"
"PACK","RANPAK HOLDINGS CLASS A","Materials","Equity","4,921,748.96","0.01","4,921,748.96","1,268,492.00","3.88","United States","NYSE","USD","1.00","USD","-"
"PSFE","PAYSAFE LTD","Financials","Equity","4,911,598.27","0.01","4,911,598.27","752,159.00","6.53","United States","NYSE","USD","1.00","USD","-"
"KGEI","KOLIBRI GLOBAL ENERGY INC","Energy","Equity","4,912,080.21","0.01","4,912,080.21","747,653.00","6.57","Canada","NASDAQ","USD","1.00","USD","-"
"OBIO","ORCHESTRA BIOMED HOLDINGS INC","Health Care","Equity","4,905,861.80","0.01","4,905,861.80","831,502.00","5.90","United States","NASDAQ","USD","1.00","USD","-"
"RBBN","RIBBON COMMUNICATIONS","Information Technology","Equity","4,889,338.00","0.01","4,889,338.00","2,444,669.00","2.00","United States","NASDAQ","USD","1.00","USD","-"
"RCMT","RCM TECHNOLOGIES INC","Industrials","Equity","4,877,680.00","0.01","4,877,680.00","121,942.00","40.00","United States","NASDAQ","USD","1.00","USD","-"
"LTRX","LANTRONIX INC","Information Technology","Equity","4,881,542.10","0.01","4,881,542.10","966,642.00","5.05","United States","NASDAQ","USD","1.00","USD","-"
"SI","SHOULDER INNOVATIONS","Health Care","Equity","4,860,694.80","0.01","4,860,694.80","264,888.00","18.35","United States","NYSE","USD","1.00","USD","-"
"AMPY","AMPLIFY ENERGY","Energy","Equity","4,852,890.77","0.01","4,852,890.77","1,008,917.00","4.81","United States","NYSE","USD","1.00","USD","-"
"EBMT","EAGLE BANCORP MONTANA INC","Financials","Equity","4,853,916.36","0.01","4,853,916.36","216,596.00","22.41","United States","NASDAQ","USD","1.00","USD","-"
"GBFH","GBANK FINL HLDGS INC","Financials","Equity","4,831,770.08","0.01","4,831,770.08","240,626.00","20.08","United States","NASDAQ","USD","1.00","USD","-"
"AREC","AMERICAN RESOURCES CORP CLASS A","Energy","Equity","4,832,751.84","0.01","4,832,751.84","2,368,996.00","2.04","United States","NASDAQ","USD","1.00","USD","-"
"ACU","ACME UNITED CORP","Health Care","Equity","4,788,660.88","0.01","4,788,660.88","79,073.00","60.56","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"HWBK","HAWTHORN BANCSHARES","Financials","Equity","4,781,948.38","0.01","4,781,948.38","121,154.00","39.47","United States","NASDAQ","USD","1.00","USD","-"
"CMT","CORE MOLDING TECHNOLOGIES INC","Materials","Equity","4,782,218.21","0.01","4,782,218.21","204,281.00","23.41","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"GPRO","GOPRO INC CLASS A","Consumer Discretionary","Equity","4,782,987.90","0.01","4,782,987.90","3,542,954.00","1.35","United States","NASDAQ","USD","1.00","USD","-"
"BNED","BARNES AND NOBLE EDUCATION INC","Consumer Discretionary","Equity","4,767,791.70","0.01","4,767,791.70","433,830.00","10.99","United States","NYSE","USD","1.00","USD","-"
"UTMD","UTAH MEDICAL PRODUCTS INC","Health Care","Equity","4,770,295.67","0.01","4,770,295.67","67,501.00","70.67","United States","NASDAQ","USD","1.00","USD","-"
"OVBC","OHIO VALLEY BANC CORP","Financials","Equity","4,729,354.49","0.01","4,729,354.49","101,423.00","46.63","United States","NASDAQ","USD","1.00","USD","-"
"TG","TREDEGAR CORP","Materials","Equity","4,692,085.44","0.01","4,692,085.44","698,227.00","6.72","United States","NYSE","USD","1.00","USD","-"
"QUIK","QUICKLOGIC CORP","Information Technology","Equity","4,682,547.68","0.01","4,682,547.68","453,296.00","10.33","United States","NASDAQ","USD","1.00","USD","-"
"KRO","KRONOS WORLDWIDE","Materials","Equity","4,663,356.95","0.01","4,663,356.95","579,299.00","8.05","United States","NYSE","USD","1.00","USD","-"
"FBYD","FALCON S BEYOND GLOBAL INC CLASS A","Industrials","Equity","4,649,166.06","0.01","4,649,166.06","677,721.00","6.86","United States","NASDAQ","USD","1.00","USD","-"
"CHRS","COHERUS ONCOLOGY INC","Health Care","Equity","4,605,440.84","0.01","4,605,440.84","3,220,588.00","1.43","United States","NASDAQ","USD","1.00","USD","-"
"TAYD","TAYLOR DEVICES INC","Industrials","Equity","4,606,002.94","0.01","4,606,002.94","77,686.00","59.29","United States","NASDAQ","USD","1.00","USD","-"
"EU","ENCORE ENERGY","Energy","Equity","4,608,150.98","0.01","4,608,150.98","4,977,480.00","0.93","United States","NASDAQ","USD","1.00","USD","-"
"RSVR","RESERVOIR MEDIA INC","Communication","Equity","4,591,108.08","0.01","4,591,108.08","490,503.00","9.36","United States","NASDAQ","USD","1.00","USD","-"
"JILL","J JILL INC","Consumer Discretionary","Equity","4,592,102.53","0.01","4,592,102.53","193,189.00","23.77","United States","NYSE","USD","1.00","USD","-"
"ZNTL","ZENTALIS PHARMACEUTICALS","Health Care","Equity","4,576,509.00","0.01","4,576,509.00","1,307,574.00","3.50","United States","NASDAQ","USD","1.00","USD","-"
"TNXP","TONIX PHARMACEUTICALS HOLDING","Health Care","Equity","4,578,054.78","0.01","4,578,054.78","390,286.00","11.73","United States","NASDAQ","USD","1.00","USD","-"
"CIA","CITIZENS INC CLASS A","Financials","Equity","4,560,041.60","0.01","4,560,041.60","1,259,680.00","3.62","United States","NYSE","USD","1.00","USD","-"
"JRVR","JAMES RIVER GROUP HOLDINGS INC","Financials","Equity","4,555,416.18","0.01","4,555,416.18","1,156,197.00","3.94","United States","NASDAQ","USD","1.00","USD","-"
"VUZI","VUZIX CORP","Information Technology","Equity","4,555,718.19","0.01","4,555,718.19","1,833,287.00","2.48","United States","NASDAQ","USD","1.00","USD","-"
"NAGE","NIAGEN BIOSCIENCE INC","Consumer Staples","Equity","4,533,737.44","0.01","4,533,737.44","1,491,361.00","3.04","United States","NASDAQ","USD","1.00","USD","-"
"FC","FRANKLIN COVEY","Industrials","Equity","4,508,964.48","0.01","4,508,964.48","247,202.00","18.24","United States","NYSE","USD","1.00","USD","-"
"ELMD","ELECTROMED INC","Health Care","Equity","4,511,839.20","0.01","4,511,839.20","170,903.00","26.40","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"NCMI","NATIONAL CINEMEDIA INC","Communication","Equity","4,487,634.09","0.01","4,487,634.09","1,846,763.00","2.43","United States","NASDAQ","USD","1.00","USD","-"
"GSIT","GSI TECHNOLOGY INC","Information Technology","Equity","4,467,866.76","0.01","4,467,866.76","897,162.00","4.98","United States","NASDAQ","USD","1.00","USD","-"
"LCTX","LINEAGE CELL THERAPEUTICS INC","Health Care","Equity","4,454,381.11","0.01","4,454,381.11","4,162,973.00","1.07","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"ESCA","ESCALADE INC","Consumer Discretionary","Equity","4,421,306.01","0.01","4,421,306.01","227,083.00","19.47","United States","NASDAQ","USD","1.00","USD","-"
"USNA","USANA HEALTH SCIENCES INC","Consumer Staples","Equity","4,417,534.65","0.01","4,417,534.65","289,295.00","15.27","United States","NYSE","USD","1.00","USD","-"
"VYGR","VOYAGER THERAPEUTICS","Health Care","Equity","4,393,526.39","0.01","4,393,526.39","1,377,281.00","3.19","United States","NASDAQ","USD","1.00","USD","-"
"UIS","UNISYS","Information Technology","Equity","4,395,592.50","0.01","4,395,592.50","1,758,237.00","2.50","United States","NYSE","USD","1.00","USD","-"
"VELO","VELO3D INC","Industrials","Equity","4,383,522.09","0.01","4,383,522.09","438,791.00","9.99","United States","NASDAQ","USD","1.00","USD","-"
"MNSB","MAINSTREET BANCSHARES","Financials","Equity","4,373,787.60","0.01","4,373,787.60","172,536.00","25.35","United States","NASDAQ","USD","1.00","USD","-"
"ASYS","AMTECH SYSTEMS INC","Information Technology","Equity","4,320,793.92","0.01","4,320,793.92","317,472.00","13.61","United States","NASDAQ","USD","1.00","USD","-"
"ALMU","AELUMA INC","Information Technology","Equity","4,299,577.26","0.01","4,299,577.26","342,869.00","12.54","United States","NASDAQ","USD","1.00","USD","-"
"SIDU","SIDUS SPACE INC CLASS A","Industrials","Equity","4,253,277.34","0.01","4,253,277.34","2,192,411.00","1.94","United States","NASDAQ","USD","1.00","USD","-"
"RILY","BRC GROUP HOLDINGS INC","Financials","Equity","4,229,659.20","0.01","4,229,659.20","677,830.00","6.24","United States","NASDAQ","USD","1.00","USD","-"
"NLOP","NET LEASE OFFICE PROPERTIES","Real Estate","Equity","4,174,762.64","0.01","4,174,762.64","380,909.00","10.96","United States","NYSE","USD","1.00","USD","-"
"CMTV","COMMUNITY BANCORP VT","Financials","Equity","4,151,113.59","0.01","4,151,113.59","102,219.00","40.61","United States","NASDAQ","USD","1.00","USD","-"
"AIRO","AIRO GROUP HOLDINGS INC","Industrials","Equity","4,133,493.25","0.01","4,133,493.25","570,137.00","7.25","United States","NASDAQ","USD","1.00","USD","-"
"MPAA","MOTORCAR PARTS OF AMERICA INC","Consumer Discretionary","Equity","4,103,748.00","0.01","4,103,748.00","373,068.00","11.00","United States","NASDAQ","USD","1.00","USD","-"
"NREF","NEXPOINT REAL ESTATE FINANCE","Financials","Equity","4,089,717.75","0.01","4,089,717.75","239,025.00","17.11","United States","NYSE","USD","1.00","USD","-"
"GALT","GALECTIN THERAPEUTICS INC","Health Care","Equity","4,081,724.16","0.01","4,081,724.16","1,062,949.00","3.84","United States","NASDAQ","USD","1.00","USD","-"
"BRT","BRT APARTMENTS CORP","Real Estate","Equity","4,055,536.72","0.01","4,055,536.72","286,004.00","14.18","United States","NYSE","USD","1.00","USD","-"
"SITC","SITE CENTERS","Real Estate","Equity","4,042,362.20","0.01","4,042,362.20","1,393,918.00","2.90","United States","NYSE","USD","1.00","USD","-"
"ACTG","ACACIA RESEARCH","Financials","Equity","4,023,223.68","0.01","4,023,223.68","898,041.00","4.48","United States","NASDAQ","USD","1.00","USD","-"
"ESOA","ENERGY SERVICES OF AMERICA CORP","Energy","Equity","4,023,835.20","0.01","4,023,835.20","359,271.00","11.20","United States","NASDAQ","USD","1.00","USD","-"
"SION","SIONNA THERAPEUTICS","Health Care","Equity","4,001,152.26","0.01","4,001,152.26","484,401.00","8.26","United States","NASDAQ","USD","1.00","USD","-"
"ANGI","ANGI INC CLASS A","Communication","Equity","4,006,802.08","0.01","4,006,802.08","807,823.00","4.96","United States","NASDAQ","USD","1.00","USD","-"
"DOMO","DOMO INC CLASS B","Information Technology","Equity","4,006,980.88","0.01","4,006,980.88","1,022,189.00","3.92","United States","NASDAQ","USD","1.00","USD","-"
"KRRO","KORRO BIO","Health Care","Equity","3,988,626.20","0.01","3,988,626.20","287,365.00","13.88","United States","NASDAQ","USD","1.00","USD","-"
"ATOM","ATOMERA INC","Information Technology","Equity","3,969,610.47","0.00","3,969,610.47","1,010,079.00","3.93","United States","NASDAQ","USD","1.00","USD","-"
"GENC","GENCOR INDUSTRIES INC","Industrials","Equity","3,971,741.39","0.00","3,971,741.39","229,183.00","17.33","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"FF","FUTUREFUEL CORP","Energy","Equity","3,934,146.80","0.00","3,934,146.80","717,910.00","5.48","United States","NYSE","USD","1.00","USD","-"
"FHTX","FOGHORN THERAPEUTICS","Health Care","Equity","3,912,515.76","0.00","3,912,515.76","897,366.00","4.36","United States","NASDAQ","USD","1.00","USD","-"
"SES","SES AI CLASS A","Industrials","Equity","3,914,589.78","0.00","3,914,589.78","6,378,670.00","0.61","United States","NYSE","USD","1.00","USD","-"
"ALTI","ALTI GLOBAL INC CLASS A","Financials","Equity","3,917,567.46","0.00","3,917,567.46","1,220,426.00","3.21","United States","NASDAQ","USD","1.00","USD","-"
"SPRB","SPRUCE BIOSCIENCES","Health Care","Equity","3,908,153.25","0.00","3,908,153.25","68,745.00","56.85","United States","NASDAQ","USD","1.00","USD","-"
"AOMR","ANGEL OAK MORTGAGE REIT","Financials","Equity","3,910,672.08","0.00","3,910,672.08","486,402.00","8.04","United States","NYSE","USD","1.00","USD","Jun 17, 2021"
"SSTK","SHUTTERSTOCK","Communication","Equity","3,896,550.14","0.00","3,896,550.14","740,789.00","5.26","United States","NYSE","USD","1.00","USD","-"
"LARK","LANDMARK BANCORP INC","Financials","Equity","3,875,067.21","0.00","3,875,067.21","119,343.00","32.47","United States","NASDAQ","USD","1.00","USD","-"
"YSS","YORK SPACE SYSTEMS INC","Industrials","Equity","3,869,579.61","0.00","3,869,579.61","501,891.00","7.71","United States","NYSE","USD","1.00","USD","-"
"RNA","ATRIUM THERAPEUTICS INC","Health Care","Equity","3,856,255.74","0.00","3,856,255.74","377,694.00","10.21","United States","NASDAQ","USD","1.00","USD","-"
"DTIL","PRECISION BIOSCIENCES INC","Health Care","Equity","3,858,036.56","0.00","3,858,036.56","562,396.00","6.86","United States","NASDAQ","USD","1.00","USD","-"
"PXED","PHOENIX EDUCATION PARTNERS","Consumer Discretionary","Equity","3,846,075.66","0.00","3,846,075.66","141,974.00","27.09","United States","NYSE","USD","1.00","USD","-"
"PDEX","PRO DEX INC","Health Care","Equity","3,834,987.52","0.00","3,834,987.52","57,617.00","66.56","United States","NASDAQ","USD","1.00","USD","-"
"BCBP","BCB BANCORP INC","Financials","Equity","3,789,212.40","0.00","3,789,212.40","442,665.00","8.56","United States","NASDAQ","USD","1.00","USD","-"
"BVFL","BV FINANCIAL INC","Financials","Equity","3,789,823.80","0.00","3,789,823.80","177,926.00","21.30","United States","NASDAQ","USD","1.00","USD","-"
"LZM","LIFEZONE METALS LTD","Materials","Equity","3,780,812.70","0.00","3,780,812.70","1,000,215.00","3.78","Isle of Man","NYSE","USD","1.00","USD","-"
"ADV","ADVANTAGE SOLUTIONS CLASS A","Communication","Equity","3,771,257.56","0.00","3,771,257.56","113,183.00","33.32","United States","NASDAQ","USD","1.00","USD","-"
"NC","NACCO INDUSTRIES INC CLASS A","Energy","Equity","3,774,580.40","0.00","3,774,580.40","97,283.00","38.80","United States","NYSE","USD","1.00","USD","-"
"MNTK","MONTAUK RENEWABLES INC","Utilities","Equity","3,745,288.12","0.00","3,745,288.12","1,690,875.00","2.21","United States","NASDAQ","USD","1.00","USD","-"
"PNRG","PRIMEENERGY RESOURCES CORP","Energy","Equity","3,742,032.16","0.00","3,742,032.16","17,744.00","210.89","United States","NASDAQ","USD","1.00","USD","-"
"ACDC","PROFRAC HOLDING CLASS A","Energy","Equity","3,711,210.72","0.00","3,711,210.72","760,494.00","4.88","United States","NASDAQ","USD","1.00","USD","-"
"SND","SMART SAND INC","Energy","Equity","3,686,590.29","0.00","3,686,590.29","724,281.00","5.09","United States","NASDAQ","USD","1.00","USD","-"
"XPOF","XPONENTIAL FITNESS CLASS A","Consumer Discretionary","Equity","3,650,782.17","0.00","3,650,782.17","914,983.00","3.99","United States","NYSE","USD","1.00","USD","-"
"PLTK","PLAYTIKA HOLDING CORP","Communication","Equity","3,643,875.20","0.00","3,643,875.20","1,531,040.00","2.38","United States","NASDAQ","USD","1.00","USD","-"
"SABS","SAB BIOTHERAPEUTICS","Health Care","Equity","3,647,109.88","0.00","3,647,109.88","1,054,078.00","3.46","United States","NASDAQ","USD","1.00","USD","-"
"CMTG","CLAROS MORTGAGE TRUST INC","Financials","Equity","3,609,657.61","0.00","3,609,657.61","2,422,589.00","1.49","United States","NYSE","USD","1.00","USD","-"
"BRCB","BLACK ROCK COFFEE BAR CLASS A","Consumer Discretionary","Equity","3,604,671.84","0.00","3,604,671.84","441,749.00","8.16","United States","NASDAQ","USD","1.00","USD","-"
"RGCO","RGC RESOURCES INC","Utilities","Equity","3,586,765.28","0.00","3,586,765.28","168,551.00","21.28","United States","NASDAQ","USD","1.00","USD","-"
"LFMD","LIFEMD INC","Health Care","Equity","3,589,474.88","0.00","3,589,474.88","1,043,452.00","3.44","United States","NASDAQ","USD","1.00","USD","-"
"KRMD","KORU MEDICAL SYSTEMS INC","Health Care","Equity","3,584,554.92","0.00","3,584,554.92","1,141,578.00","3.14","United States","NASDAQ","USD","1.00","USD","-"
"SNFCA","SECURITY NATIONAL FINANCIAL CORP C","Financials","Equity","3,585,166.96","0.00","3,585,166.96","411,143.00","8.72","United States","NASDAQ","USD","1.00","USD","-"
"SIGA","SIGA TECHNOLOGIES INC","Health Care","Equity","3,571,630.65","0.00","3,571,630.65","1,133,851.00","3.15","United States","NASDAQ","USD","1.00","USD","-"
"INSE","INSPIRED ENTERTAINMENT INC","Consumer Discretionary","Equity","3,543,145.53","0.00","3,543,145.53","682,687.00","5.19","United States","NASDAQ","USD","1.00","USD","-"
"CBFV","CB FINANCIAL SERVICES INC","Financials","Equity","3,543,385.00","0.00","3,543,385.00","96,550.00","36.70","United States","NASDAQ","USD","1.00","USD","-"
"LWAY","LIFEWAY FOODS INC","Consumer Staples","Equity","3,530,671.72","0.00","3,530,671.72","143,116.00","24.67","United States","NASDAQ","USD","1.00","USD","-"
