iShares Russell 2000 ETF
Fund Holdings as of,"Sep 14, 2026"
Inception Date,"May 22, 2000"
Shares Outstanding,"277,550,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"

Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"NX","QUANEX BUILDING PRODUCTS CORP","Industrials","Equity","25,219,407.62","0.03","25,219,407.62","1,202,069.00","20.98","United States","NYSE","USD","1.00","USD","-"
"NWPX","NWPX INFRASTRUCTURE","Industrials","Equity","25,191,015.64","0.03","25,191,015.64","250,607.00","100.52","United States","NASDAQ","USD","1.00","USD","-"
"VERX","VERTEX CLASS A","Information Technology","Equity","25,083,280.53","0.03","25,083,280.53","1,916,217.00","13.09","United States","NASDAQ","USD","1.00","USD","-"
"ASTE","ASTEC INDUSTRIES","Industrials","Equity","24,897,766.32","0.03","24,897,766.32","604,902.00","41.16","United States","NASDAQ","USD","1.00","USD","-"
"GOLD","GOLD INC","Consumer Discretionary","Equity","24,853,647.00","0.03","24,853,647.00","525,225.00","47.32","United States","NYSE","USD","1.00","USD","-"
"AMAL","AMALGAMATED FINANCIAL CORP","Financials","Equity","24,767,909.72","0.03","24,767,909.72","518,374.00","47.78","United States","NASDAQ","USD","1.00","USD","-"
"BW","BABCOCK AND WILCOX ENTERPRISES","Industrials","Equity","24,706,456.96","0.03","24,706,456.96","3,514,432.00","7.03","United States","NYSE","USD","1.00","USD","-"
"ORIC","ORIC PHARMACEUTICALS","Health Care","Equity","24,654,812.05","0.03","24,654,812.05","1,948,997.00","12.65","United States","NASDAQ","USD","1.00","USD","-"
"CIM","CHIMERA INVESTMENT","Financials","Equity","24,660,102.28","0.03","24,660,102.28","2,225,641.00","11.08","United States","NYSE","USD","1.00","USD","-"
"TGLS","TECNOGLASS HOLDINGS","Industrials","Equity","24,636,465.00","0.03","24,636,465.00","670,380.00","36.75","United States","NYSE","USD","1.00","USD","-"
"VOR","VOR BIOPHARMA","Health Care","Equity","24,629,637.36","0.03","24,629,637.36","1,067,142.00","23.08","United States","NASDAQ","USD","1.00","USD","-"
"SMP","STANDARD MOTOR PRODUCTS INC","Consumer Discretionary","Equity","24,579,603.00","0.03","24,579,603.00","642,604.00","38.25","United States","NYSE","USD","1.00","USD","-"
"ASAN","ASANA CLASS A","Information Technology","Equity","24,536,921.64","0.03","24,536,921.64","2,540,054.00","9.66","United States","NYSE","USD","1.00","USD","-"
"PLOW","DOUGLAS DYNAMICS INC","Industrials","Equity","24,488,318.19","0.03","24,488,318.19","610,529.00","40.11","United States","NYSE","USD","1.00","USD","-"
"CCO","CLEAR CHANNEL OUTDOOR HOLDINGS INC","Communication","Equity","24,468,730.02","0.03","24,468,730.02","10,280,979.00","2.38","United States","NYSE","USD","1.00","USD","-"
"SBSI","SOUTHSIDE BANCSHARES INC","Financials","Equity","24,447,527.16","0.03","24,447,527.16","759,948.00","32.17","United States","NYSE","USD","1.00","USD","-"
"PMT","PENNYMAC MORTGAGE INVESTMENT TRUST","Financials","Equity","24,416,275.55","0.03","24,416,275.55","2,697,931.00","9.05","United States","NYSE","USD","1.00","USD","-"
"CERT","CERTARA","Health Care","Equity","24,381,472.00","0.03","24,381,472.00","3,047,684.00","8.00","United States","NASDAQ","USD","1.00","USD","-"
"SAH","SONIC AUTOMOTIVE INC CLASS A","Consumer Discretionary","Equity","24,351,386.55","0.03","24,351,386.55","319,195.00","76.29","United States","NYSE","USD","1.00","USD","-"
"EIG","EMPLOYERS HOLDINGS","Financials","Equity","24,176,817.94","0.03","24,176,817.94","481,514.00","50.21","United States","NYSE","USD","1.00","USD","-"
"TRUP","TRUPANION","Financials","Equity","24,168,039.20","0.03","24,168,039.20","924,208.00","26.15","United States","NASDAQ","USD","1.00","USD","-"
"TYRA","TYRA BIOSCIENCES","Health Care","Equity","24,151,059.15","0.03","24,151,059.15","963,345.00","25.07","United States","NASDAQ","USD","1.00","USD","-"
"UTL","UNITIL CORP","Utilities","Equity","24,113,381.84","0.03","24,113,381.84","458,168.00","52.63","United States","NYSE","USD","1.00","USD","-"
"STGW","STAGWELL CLASS A","Communication","Equity","24,104,845.60","0.03","24,104,845.60","2,739,187.00","8.80","United States","NASDAQ","USD","1.00","USD","-"
"EE","EXCELERATE ENERGY CLASS A","Energy","Equity","24,023,735.30","0.03","24,023,735.30","635,885.00","37.78","United States","NYSE","USD","1.00","USD","-"
"DJCO","DAILY JOURNAL","Information Technology","Equity","23,930,332.25","0.03","23,930,332.25","35,345.00","677.05","United States","NASDAQ","USD","1.00","USD","-"
"BUR","BURFORD CAPITAL LTD","Financials","Equity","23,910,824.23","0.03","23,910,824.23","5,446,657.00","4.39","United States","NYSE","USD","1.00","USD","-"
"WMK","WEIS MARKETS","Consumer Staples","Equity","23,859,770.24","0.03","23,859,770.24","328,466.00","72.64","United States","NYSE","USD","1.00","USD","-"
"NBBK","NB BANCORP INC","Financials","Equity","23,819,540.01","0.03","23,819,540.01","1,040,609.00","22.89","United States","NASDAQ","USD","1.00","USD","-"
"ZBIO","ZENAS BIOPHARMA","Health Care","Equity","23,789,766.57","0.03","23,789,766.57","745,527.00","31.91","United States","NASDAQ","USD","1.00","USD","-"
"TDAY","USA TODAY INC","Communication","Equity","23,706,622.17","0.03","23,706,622.17","3,597,363.00","6.59","United States","NYSE","USD","1.00","USD","-"
"RUM","RUM GROUP CLASS A","Communication","Equity","23,670,792.00","0.03","23,670,792.00","2,958,849.00","8.00","United States","NASDAQ","USD","1.00","USD","-"
"HAFC","HANMI FINANCIAL CORP","Financials","Equity","23,501,591.95","0.03","23,501,591.95","733,279.00","32.05","United States","NASDAQ","USD","1.00","USD","-"
"KFRC","KFORCE","Industrials","Equity","23,344,722.86","0.03","23,344,722.86","446,618.00","52.27","United States","NYSE","USD","1.00","USD","-"
"GNK","GENCO SHIPPING AND TRADING","Industrials","Equity","23,319,171.00","0.03","23,319,171.00","863,673.00","27.00","United States","NYSE","USD","1.00","USD","-"
"GHM","GRAHAM CORP","Industrials","Equity","23,268,749.15","0.03","23,268,749.15","278,035.00","83.69","United States","NYSE","USD","1.00","USD","-"
"HRTG","HERITAGE INSURANCE HOLDINGS INC","Financials","Equity","23,262,494.42","0.03","23,262,494.42","662,938.00","35.09","United States","NYSE","USD","1.00","USD","-"
"CRVS","CORVUS PHARMACEUTICALS","Health Care","Equity","23,250,716.10","0.03","23,250,716.10","1,773,510.00","13.11","United States","NASDAQ","USD","1.00","USD","-"
"ATEX","ANTERIX","Communication","Equity","23,146,648.80","0.03","23,146,648.80","298,320.00","77.59","United States","NASDAQ","USD","1.00","USD","-"
"CDRE","CADRE HOLDINGS INC","Industrials","Equity","23,147,598.42","0.03","23,147,598.42","808,791.00","28.62","United States","NYSE","USD","1.00","USD","-"
"WINA","WINMARK","Consumer Discretionary","Equity","23,097,821.63","0.03","23,097,821.63","77,129.00","299.47","United States","NASDAQ","USD","1.00","USD","-"
"TRAX","FIRST TRACKS BIOTHERAPEUTICS INC","Health Care","Equity","23,074,291.76","0.03","23,074,291.76","614,168.00","37.57","United States","NASDAQ","USD","1.00","USD","-"
"RDVT","RED VIOLET INC","Information Technology","Equity","23,025,542.64","0.03","23,025,542.64","301,816.00","76.29","United States","NASDAQ","USD","1.00","USD","-"
"ESQ","ESQUIRE FINANCIAL HOLDINGS INC","Financials","Equity","22,985,797.59","0.03","22,985,797.59","191,023.00","120.33","United States","NASDAQ","USD","1.00","USD","-"
"FISI","FINANCIAL INSTITUTIONS INC","Financials","Equity","22,910,818.56","0.03","22,910,818.56","558,528.00","41.02","United States","NASDAQ","USD","1.00","USD","-"
"SEPN","SEPTERNA","Health Care","Equity","22,901,348.40","0.03","22,901,348.40","579,048.00","39.55","United States","NASDAQ","USD","1.00","USD","-"
"FET","FORUM ENERGY TECHNOLOGIES INC","Energy","Equity","22,779,109.76","0.03","22,779,109.76","282,304.00","80.69","United States","NYSE","USD","1.00","USD","-"
"MAZE","MAZE THERAPEUTICS","Health Care","Equity","22,724,005.73","0.03","22,724,005.73","921,119.00","24.67","United States","NASDAQ","USD","1.00","USD","-"
"MFA","MFA FINANCIAL","Financials","Equity","22,703,662.08","0.03","22,703,662.08","2,683,648.00","8.46","United States","NYSE","USD","1.00","USD","-"
"RCAT","RED CAT HOLDINGS INC","Industrials","Equity","22,658,633.40","0.03","22,658,633.40","2,904,953.00","7.80","United States","NASDAQ","USD","1.00","USD","-"
"FOXF","FOX FACTORY HOLDING","Consumer Discretionary","Equity","22,601,747.01","0.03","22,601,747.01","1,153,739.00","19.59","United States","NASDAQ","USD","1.00","USD","-"
"RPD","RAPID7","Information Technology","Equity","22,551,033.83","0.03","22,551,033.83","1,763,177.00","12.79","United States","NASDAQ","USD","1.00","USD","-"
"ODC","OIL DRI CORPORATION OF AMERICA","Consumer Staples","Equity","22,494,020.20","0.03","22,494,020.20","260,770.00","86.26","United States","NYSE","USD","1.00","USD","-"
"RVLV","REVOLVE GROUP CLASS A","Consumer Discretionary","Equity","22,440,709.47","0.03","22,440,709.47","1,095,203.00","20.49","United States","NYSE","USD","1.00","USD","-"
"EQBK","EQUITY BANCSHARES INC CLASS A","Financials","Equity","22,446,481.02","0.03","22,446,481.02","446,874.00","50.23","United States","NYSE","USD","1.00","USD","-"
"NVGS","NAVIGATOR HOLDINGS","Energy","Equity","22,437,840.20","0.03","22,437,840.20","955,615.00","23.48","United Kingdom","NYSE","USD","1.00","USD","-"
"ORRF","ORRSTOWN FINANCIAL SERVICES INC","Financials","Equity","22,418,553.96","0.03","22,418,553.96","527,868.00","42.47","United States","NASDAQ","USD","1.00","USD","-"
"ARDX","ARDELYX","Health Care","Equity","22,415,360.00","0.03","22,415,360.00","6,368,000.00","3.52","United States","NASDAQ","USD","1.00","USD","-"
"SENEA","SENECA FOODS CLASS A","Consumer Staples","Equity","22,368,335.90","0.03","22,368,335.90","120,034.00","186.35","United States","NASDAQ","USD","1.00","USD","-"
"PCT","PURECYCLE TECHNOLOGIES","Materials","Equity","22,204,230.75","0.03","22,204,230.75","3,795,595.00","5.85","United States","NASDAQ","USD","1.00","USD","-"
"RBCAA","REPUBLIC BANCORP INC CLASS A","Financials","Equity","22,180,507.26","0.03","22,180,507.26","229,826.00","96.51","United States","NASDAQ","USD","1.00","USD","-"
"UA","UNDER ARMOUR INC CLASS C","Consumer Discretionary","Equity","22,090,173.47","0.03","22,090,173.47","4,499,017.00","4.91","United States","NYSE","USD","1.00","USD","-"
"KOP","KOPPERS HOLDINGS INC","Materials","Equity","21,999,730.00","0.03","21,999,730.00","478,255.00","46.00","United States","NYSE","USD","1.00","USD","-"
"GRDN","GUARDIAN PHARMACY SERVICES CLASS A","Health Care","Equity","21,999,858.33","0.03","21,999,858.33","473,217.00","46.49","United States","NYSE","USD","1.00","USD","-"
"EVLV","EVOLV TECHNOLOGIES HOLDINGS CLASS","Information Technology","Equity","21,968,550.36","0.03","21,968,550.36","4,257,471.00","5.16","United States","NASDAQ","USD","1.00","USD","-"
"TTI","TETRA TECHNOLOGIES","Energy","Equity","21,960,998.07","0.03","21,960,998.07","3,394,281.00","6.47","United States","NYSE","USD","1.00","USD","-"
"CPF","CENTRAL PACIFIC FINANCIAL CORP","Financials","Equity","21,948,285.06","0.03","21,948,285.06","580,182.00","37.83","United States","NYSE","USD","1.00","USD","-"
"LIF","LIFE360","Information Technology","Equity","21,932,991.00","0.03","21,932,991.00","495,325.00","44.28","United States","NASDAQ","USD","1.00","USD","-"
"MRTN","MARTEN TRANSPORT","Industrials","Equity","21,882,962.14","0.03","21,882,962.14","1,564,186.00","13.99","United States","NASDAQ","USD","1.00","USD","-"
"RIGL","RIGEL PHARMACEUTICALS","Health Care","Equity","21,876,885.35","0.03","21,876,885.35","482,401.00","45.35","United States","NASDAQ","USD","1.00","USD","-"
"MCBS","METROCITY BANKSHARES INC","Financials","Equity","21,770,034.36","0.03","21,770,034.36","614,452.00","35.43","United States","NASDAQ","USD","1.00","USD","-"
"SMPL","THE SIMPLY GOOD FOODS COMPANY","Consumer Staples","Equity","21,755,369.86","0.03","21,755,369.86","2,188,669.00","9.94","United States","NASDAQ","USD","1.00","USD","-"
"ANRO","ALTO NEUROSCIENCE INC","Health Care","Equity","21,687,019.20","0.03","21,687,019.20","684,565.00","31.68","United States","NYSE","USD","1.00","USD","-"
"GLIBK","LIBERTY CAPITAL SERIES C","Communication","Equity","21,688,700.64","0.03","21,688,700.64","839,346.00","25.84","United States","NASDAQ","USD","1.00","USD","-"
"FCEL","FUELCELL ENERGY INC","Industrials","Equity","21,612,826.56","0.03","21,612,826.56","1,414,452.00","15.28","United States","NASDAQ","USD","1.00","USD","-"
"FLNC","FLUENCE ENERGY INC CLASS A","Industrials","Equity","21,600,447.98","0.03","21,600,447.98","2,295,478.00","9.41","United States","NASDAQ","USD","1.00","USD","-"
"SIBN","SI BONE","Health Care","Equity","21,591,824.10","0.03","21,591,824.10","1,154,643.00","18.70","United States","NASDAQ","USD","1.00","USD","-"
"NPK","NATIONAL PRESTO INDUSTRIES INC","Industrials","Equity","21,562,184.58","0.03","21,562,184.58","140,626.00","153.33","United States","NYSE","USD","1.00","USD","-"
"BZH","BEAZER HOMES","Consumer Discretionary","Equity","21,476,416.08","0.03","21,476,416.08","646,296.00","33.23","United States","NYSE","USD","1.00","USD","-"
"SXC","SUNCOKE ENERGY INC","Materials","Equity","21,426,506.10","0.03","21,426,506.10","2,245,965.00","9.54","United States","NYSE","USD","1.00","USD","-"
"SVRA","SAVARA","Health Care","Equity","21,396,039.66","0.03","21,396,039.66","4,006,749.00","5.34","United States","NASDAQ","USD","1.00","USD","-"
"ALRS","ALERUS FINANCIAL CORP","Financials","Equity","21,317,869.44","0.03","21,317,869.44","639,792.00","33.32","United States","NASDAQ","USD","1.00","USD","-"
"SMBK","SMARTFINANCIAL INC","Financials","Equity","21,302,803.20","0.03","21,302,803.20","409,040.00","52.08","United States","NYSE","USD","1.00","USD","-"
"MITK","MITEK SYSTEMS INC","Information Technology","Equity","21,275,116.60","0.03","21,275,116.60","1,188,554.00","17.90","United States","NASDAQ","USD","1.00","USD","-"
"APEI","AMERICAN PUBLIC EDUCATION","Consumer Discretionary","Equity","21,120,244.80","0.03","21,120,244.80","475,360.00","44.43","United States","NASDAQ","USD","1.00","USD","-"
"ABUS","ARBUTUS BIOPHARMA CORP","Health Care","Equity","21,104,660.97","0.03","21,104,660.97","4,113,969.00","5.13","United States","NASDAQ","USD","1.00","USD","-"
"MPB","MID PENN BANCORP INC","Financials","Equity","21,096,743.68","0.03","21,096,743.68","568,339.00","37.12","United States","NASDAQ","USD","1.00","USD","-"
"OLMA","OLEMA PHARMACEUTICALS","Health Care","Equity","21,076,482.21","0.03","21,076,482.21","2,048,249.00","10.29","United States","NASDAQ","USD","1.00","USD","-"
"APOG","APOGEE ENTERPRISES INC","Industrials","Equity","21,004,841.34","0.03","21,004,841.34","565,102.00","37.17","United States","NASDAQ","USD","1.00","USD","-"
"EGBN","EAGLE BANCORP","Financials","Equity","20,956,768.18","0.03","20,956,768.18","748,991.00","27.98","United States","NASDAQ","USD","1.00","USD","-"
"BBSI","BARRETT BUSINESS SERVICES INC","Industrials","Equity","20,920,660.42","0.03","20,920,660.42","629,761.00","33.22","United States","NASDAQ","USD","1.00","USD","-"
"BV","BRIGHTVIEW HOLDINGS","Industrials","Equity","20,878,571.25","0.03","20,878,571.25","1,855,873.00","11.25","United States","NYSE","USD","1.00","USD","-"
"TK","TEEKAY CORPORATION CORP LTD","Energy","Equity","20,848,801.28","0.03","20,848,801.28","1,476,544.00","14.12","Bermuda","NYSE","USD","1.00","USD","-"
"WGO","WINNEBAGO INDUSTRIES","Consumer Discretionary","Equity","20,849,591.36","0.03","20,849,591.36","735,176.00","28.36","United States","NYSE","USD","1.00","USD","-"
"SHBI","SHORE BANCSHARES INC","Financials","Equity","20,852,667.36","0.03","20,852,667.36","886,593.00","23.52","United States","NASDAQ","USD","1.00","USD","-"
"WASH","WASHINGTON TRUST BANCORP INC","Financials","Equity","20,818,399.68","0.03","20,818,399.68","522,288.00","39.86","United States","NASDAQ","USD","1.00","USD","-"
"SAFE","SAFEHOLD INC","Real Estate","Equity","20,748,352.60","0.03","20,748,352.60","1,498,076.00","13.85","United States","NYSE","USD","1.00","USD","-"
"FCBC","FIRST COMMUNITY BANKSHARES INC","Financials","Equity","20,670,759.76","0.03","20,670,759.76","436,184.00","47.39","United States","NASDAQ","USD","1.00","USD","-"
"CYRX","CRYOPORT","Health Care","Equity","20,612,850.72","0.03","20,612,850.72","1,291,532.00","15.96","United States","NASDAQ","USD","1.00","USD","-"
"VREX","VAREX IMAGING","Health Care","Equity","20,499,830.00","0.03","20,499,830.00","1,110,500.00","18.46","United States","NASDAQ","USD","1.00","USD","-"
"STAA","STAAR SURGICAL","Health Care","Equity","20,402,600.46","0.03","20,402,600.46","884,378.00","23.07","United States","NASDAQ","USD","1.00","USD","-"
"TE","T1 ENERGY","Information Technology","Equity","20,392,150.52","0.03","20,392,150.52","4,666,396.00","4.37","United States","NYSE","USD","1.00","USD","-"
"SVC","SERVICE PROPERTIES TRUST","Real Estate","Equity","20,393,718.43","0.03","20,393,718.43","3,057,529.00","6.67","United States","NASDAQ","USD","1.00","USD","-"
"CODI","COMPASS DIVERSIFIED","Financials","Equity","20,372,782.17","0.03","20,372,782.17","1,801,307.00","11.31","United States","NYSE","USD","1.00","USD","-"
"FSBC","FIVE STAR BANCORP","Financials","Equity","20,332,179.00","0.03","20,332,179.00","442,100.00","45.99","United States","NASDAQ","USD","1.00","USD","-"
"GCMG","GCM GROSVENOR CLASS A","Financials","Equity","20,308,182.40","0.03","20,308,182.40","1,606,660.00","12.64","United States","NASDAQ","USD","1.00","USD","-"
"AMPH","AMPHASTAR PHARMACEUTICALS","Health Care","Equity","20,287,443.72","0.03","20,287,443.72","848,492.00","23.91","United States","NASDAQ","USD","1.00","USD","-"
"ADAM","ADAMAS","Financials","Equity","20,262,636.24","0.03","20,262,636.24","2,246,412.00","9.02","United States","NASDAQ","USD","1.00","USD","-"
"FG","F&G ANNUITIES AND LIFE INC","Financials","Equity","20,241,513.76","0.03","20,241,513.76","875,498.00","23.12","United States","NYSE","USD","1.00","USD","-"
"CEVA","CEVA","Information Technology","Equity","20,179,141.98","0.03","20,179,141.98","726,391.00","27.78","United States","NASDAQ","USD","1.00","USD","-"
"BLMN","BLOOMIN BRANDS INC","Consumer Discretionary","Equity","20,159,855.10","0.03","20,159,855.10","2,262,610.00","8.91","United States","NASDAQ","USD","1.00","USD","-"
"CASS","CASS INFORMATION SYSTEMS INC","Financials","Equity","20,102,373.12","0.03","20,102,373.12","361,034.00","55.68","United States","NASDAQ","USD","1.00","USD","-"
"CMP","COMPASS MINERALS INTERNATIONAL","Materials","Equity","20,083,844.40","0.03","20,083,844.40","834,740.00","24.06","United States","NYSE","USD","1.00","USD","-"
"SG","SWEETGREEN CLASS A","Consumer Discretionary","Equity","20,061,511.25","0.03","20,061,511.25","2,767,105.00","7.25","United States","NYSE","USD","1.00","USD","-"
"MGTX","MEIRAGTX HOLDINGS PLC","Health Care","Equity","20,057,199.68","0.03","20,057,199.68","1,557,236.00","12.88","United States","NASDAQ","USD","1.00","USD","-"
"KOPN","KOPIN CORP","Information Technology","Equity","20,038,314.15","0.03","20,038,314.15","4,606,509.00","4.35","United States","NASDAQ","USD","1.00","USD","-"
"QDEL","QUIDELORTHO CORP","Health Care","Equity","19,992,247.68","0.03","19,992,247.68","1,797,864.00","11.12","United States","NASDAQ","USD","1.00","USD","-"
"FIZZ","NATIONAL BEVERAGE","Consumer Staples","Equity","19,983,105.62","0.03","19,983,105.62","628,202.00","31.81","United States","NASDAQ","USD","1.00","USD","-"
"LWLG","LIGHTWAVE LOGIC","Information Technology","Equity","19,974,649.67","0.03","19,974,649.67","4,170,073.00","4.79","United States","NASDAQ","USD","1.00","USD","-"
"TRNS","TRANSCAT","Industrials","Equity","19,963,740.86","0.03","19,963,740.86","242,927.00","82.18","United States","NASDAQ","USD","1.00","USD","-"
"BKV","BKV","Energy","Equity","19,945,962.84","0.03","19,945,962.84","837,362.00","23.82","United States","NYSE","USD","1.00","USD","-"
"TH","TARGET HOSPITALITY","Consumer Discretionary","Equity","19,890,886.75","0.02","19,890,886.75","1,072,285.00","18.55","United States","NASDAQ","USD","1.00","USD","-"
"LZ","LEGALZOOM COM","Industrials","Equity","19,881,286.80","0.02","19,881,286.80","3,165,810.00","6.28","United States","NASDAQ","USD","1.00","USD","-"
"MRVI","MARAVAI LIFESCIENCES HOLDINGS INC","Health Care","Equity","19,871,784.20","0.02","19,871,784.20","2,972,593.00","6.68","United States","NASDAQ","USD","1.00","USD","-"
"GERN","GERON","Health Care","Equity","19,853,813.95","0.02","19,853,813.95","14,491,835.00","1.37","United States","NASDAQ","USD","1.00","USD","-"
"BLZE","BACKBLAZE INC CLASS A","Information Technology","Equity","19,821,069.48","0.02","19,821,069.48","1,543,697.00","12.84","United States","NASDAQ","USD","1.00","USD","-"
"RUSHB","RUSH ENTERPRISES CLASS B","Industrials","Equity","19,796,430.80","0.02","19,796,430.80","376,358.00","52.60","United States","NASDAQ","USD","1.00","USD","-"
"PGC","PEAPACK GLADSTONE FINANCIAL CORP","Financials","Equity","19,784,571.98","0.02","19,784,571.98","431,789.00","45.82","United States","NASDAQ","USD","1.00","USD","-"
"PAHC","PHIBRO ANIMAL HEALTH CORP CLASS A","Health Care","Equity","19,740,368.46","0.02","19,740,368.46","549,259.00","35.94","United States","NASDAQ","USD","1.00","USD","-"
"LINC","LINCOLN EDUCATIONAL SERVICES CORP","Consumer Discretionary","Equity","19,724,527.13","0.02","19,724,527.13","789,929.00","24.97","United States","NASDAQ","USD","1.00","USD","-"
"ODD","ODDITY TECH CLASS A","Consumer Staples","Equity","19,716,377.78","0.02","19,716,377.78","1,047,629.00","18.82","Israel","NASDAQ","USD","1.00","USD","-"
"GDOT","GREEN DOT CLASS A","Financials","Equity","19,717,009.92","0.02","19,717,009.92","1,480,256.00","13.32","United States","NYSE","USD","1.00","USD","-"
"DRVN","DRIVEN BRANDS HOLDINGS","Consumer Discretionary","Equity","19,704,071.46","0.02","19,704,071.46","1,580,118.00","12.47","United States","NASDAQ","USD","1.00","USD","-"
"PAR","PAR TECHNOLOGY","Information Technology","Equity","19,663,395.84","0.02","19,663,395.84","1,086,976.00","18.09","United States","NYSE","USD","1.00","USD","-"
"SABR","SABRE","Consumer Discretionary","Equity","19,667,367.90","0.02","19,667,367.90","9,042,468.00","2.17","United States","NASDAQ","USD","1.00","USD","-"
"COLL","COLLEGIUM PHARMACEUTICAL","Health Care","Equity","19,564,524.77","0.02","19,564,524.77","857,717.00","22.81","United States","NASDAQ","USD","1.00","USD","-"
"JANX","JANUX THERAPEUTICS","Health Care","Equity","19,539,458.76","0.02","19,539,458.76","1,128,796.00","17.31","United States","NASDAQ","USD","1.00","USD","-"
"IBCP","INDEPENDENT BANK CORP","Financials","Equity","19,519,506.21","0.02","19,519,506.21","524,859.00","37.19","United States","NASDAQ","USD","1.00","USD","-"
"PRAA","PRA GROUP INC","Financials","Equity","19,463,972.85","0.02","19,463,972.85","1,003,815.00","19.39","United States","NASDAQ","USD","1.00","USD","-"
"AMRC","AMERESCO INC CLASS A","Industrials","Equity","19,437,032.16","0.02","19,437,032.16","857,012.00","22.68","United States","NYSE","USD","1.00","USD","-"
"SMBC","SOUTHERN MISSOURI BANCORP INC","Financials","Equity","19,400,164.40","0.02","19,400,164.40","264,668.00","73.30","United States","NASDAQ","USD","1.00","USD","-"
"VPG","VISHAY PRECISION GROUP","Information Technology","Equity","19,266,609.41","0.02","19,266,609.41","318,509.00","60.49","United States","NYSE","USD","1.00","USD","-"
"CCBG","CAPITAL CITY BANK INC","Financials","Equity","19,214,587.90","0.02","19,214,587.90","379,810.00","50.59","United States","NASDAQ","USD","1.00","USD","-"
"HTB","HOMETRUST BANCSHARES INC","Financials","Equity","19,205,239.20","0.02","19,205,239.20","397,624.00","48.30","United States","NYSE","USD","1.00","USD","-"
"BHB","BAR HARBOR BANKSHARES","Financials","Equity","19,195,625.90","0.02","19,195,625.90","471,637.00","40.70","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"OMDA","OMADA HEALTH","Health Care","Equity","19,090,215.00","0.02","19,090,215.00","931,230.00","20.50","United States","NASDAQ","USD","1.00","USD","-"
"PRKS","UNITED PARKS AND RESORTS","Consumer Discretionary","Equity","19,082,539.44","0.02","19,082,539.44","519,677.00","36.72","United States","NYSE","USD","1.00","USD","-"
"PFIS","PEOPLES FINANCIAL SERVICES CORP","Financials","Equity","19,046,310.00","0.02","19,046,310.00","264,900.00","71.90","United States","NASDAQ","USD","1.00","USD","-"
"AIP","ARTERIS INC","Information Technology","Equity","19,047,700.17","0.02","19,047,700.17","924,197.00","20.61","United States","NASDAQ","USD","1.00","USD","-"
"ALMS","ALUMIS","Health Care","Equity","18,979,960.08","0.02","18,979,960.08","2,058,564.00","9.22","United States","NASDAQ","USD","1.00","USD","-"
"AVO","MISSION PRODUCE INC","Consumer Staples","Equity","18,931,181.64","0.02","18,931,181.64","1,477,844.00","12.81","United States","NASDAQ","USD","1.00","USD","-"
"PZZA","PAPA JOHNS INTERNATIONAL INC","Consumer Discretionary","Equity","18,932,079.36","0.02","18,932,079.36","867,648.00","21.82","United States","NASDAQ","USD","1.00","USD","-"
"HSTM","HEALTHSTREAM","Health Care","Equity","18,893,836.17","0.02","18,893,836.17","637,659.00","29.63","United States","NASDAQ","USD","1.00","USD","-"
"CARE","CARTER BANKSHARES INC","Financials","Equity","18,825,500.16","0.02","18,825,500.16","604,544.00","31.14","United States","NASDAQ","USD","1.00","USD","-"
"NHP","NATIONAL HEALTHCARE PROPERTIES CLA","Real Estate","Equity","18,818,207.04","0.02","18,818,207.04","1,165,936.00","16.14","United States","NASDAQ","USD","1.00","USD","-"
"PFBC","PREFERRED BANK","Financials","Equity","18,779,793.12","0.02","18,779,793.12","178,651.00","105.12","United States","NASDAQ","USD","1.00","USD","-"
"MTW","MANITOWOC INC","Industrials","Equity","18,774,886.78","0.02","18,774,886.78","930,371.00","20.18","United States","NYSE","USD","1.00","USD","-"
"AVR","ANTERIS TECHNOLOGIES GLOBAL CORP","Health Care","Equity","18,662,945.12","0.02","18,662,945.12","2,140,246.00","8.72","United States","NASDAQ","USD","1.00","USD","-"
"ZVRA","ZEVRA THERAPEUTICS INC","Health Care","Equity","18,638,084.45","0.02","18,638,084.45","1,546,729.00","12.05","United States","NASDAQ","USD","1.00","USD","-"
"MMI","MARCUS & MILLICHAP INC","Real Estate","Equity","18,608,322.24","0.02","18,608,322.24","601,044.00","30.96","United States","NYSE","USD","1.00","USD","-"
"ROOT","ROOT INC CLASS A","Financials","Equity","18,573,308.13","0.02","18,573,308.13","341,861.00","54.33","United States","NASDAQ","USD","1.00","USD","-"
"DAKT","DAKTRONICS INC","Information Technology","Equity","18,531,065.07","0.02","18,531,065.07","1,034,677.00","17.91","United States","NASDAQ","USD","1.00","USD","-"
"PAX","PATRIA INVESTMENTS LTD CLASS A","Financials","Equity","18,426,617.20","0.02","18,426,617.20","1,758,265.00","10.48","Brazil","NASDAQ","USD","1.00","USD","-"
"FLOC","FLOWCO HOLDINGS CLASS A","Energy","Equity","18,400,447.89","0.02","18,400,447.89","933,559.00","19.71","United States","NYSE","USD","1.00","USD","-"
"WOLF","WOLFSPEED INC","Information Technology","Equity","18,371,282.08","0.02","18,371,282.08","766,748.00","23.96","United States","NYSE","USD","1.00","USD","-"
